,date,team_1,team_2,t1_avg_r,t1_avg_acs,t1_avg_k,t1_avg_d,t1_avg_a,t1_avg_kast,t1_avg_adr,t1_avg_hs,t1_avg_fk,t1_avg_fd,t1_top_k_diff,t1_top_fk_diff,t1_bot_k_diff,t1_bot_fk_diff,t2_avg_r,t2_avg_acs,t2_avg_k,t2_avg_d,t2_avg_a,t2_avg_kast,t2_avg_adr,t2_avg_hs,t2_avg_fk,t2_avg_fd,t2_top_k_diff,t2_top_fk_diff,t2_bot_k_diff,t2_bot_fk_diff,winner,t1_avg_r_rolling,t1_avg_acs_rolling,t1_avg_k_rolling,t1_avg_d_rolling,t1_avg_a_rolling,t1_avg_kast_rolling,t1_avg_adr_rolling,t1_avg_hs_rolling,t1_avg_fk_rolling,t1_avg_fd_rolling,t1_top_k_diff_rolling,t1_top_fk_diff_rolling,t1_bot_k_diff_rolling,t1_bot_fk_diff_rolling,t2_avg_r_rolling,t2_avg_acs_rolling,t2_avg_k_rolling,t2_avg_d_rolling,t2_avg_a_rolling,t2_avg_kast_rolling,t2_avg_adr_rolling,t2_avg_hs_rolling,t2_avg_fk_rolling,t2_avg_fd_rolling,t2_top_k_diff_rolling,t2_top_fk_diff_rolling,t2_bot_k_diff_rolling,t2_bot_fk_diff_rolling,opp_code
130,2023-04-25,KRÜ Esports,NRG Esports,0.7420000000000001,157.6,21.8,31.2,7.6,57.6,104.4,28.8,3.4,4.6,-3.0,0.0,-14.0,-3.0,1.246,222.4,31.2,21.8,13.0,79.8,138.2,20.6,4.6,3.4,18.0,3.0,5.0,-1.0,1,0.978,198.7,44.099999999999994,44.7,23.5,74.3,130.0,22.2,6.3,6.4,6.5,4.0,-12.0,-3.5,1.066,202.7,44.7,44.099999999999994,21.3,73.4,135.3,22.799999999999997,6.4,6.3,8.0,4.0,-12.0,-3.5,11
131,2023-05-01,KRÜ Esports,LOUD,0.9720000000000001,186.8,45.0,47.4,18.4,68.8,125.2,24.8,6.4,7.6,5.0,4.0,-14.0,-6.0,1.062,200.2,47.4,45.0,23.2,72.8,132.0,18.8,7.6,6.4,23.0,10.0,-17.0,-7.0,1,0.879,183.0,32.6,35.8,15.8,67.1,120.7,26.9,4.5,5.4,4.0,1.0,-13.5,-3.5,1.139,209.9,35.8,32.6,15.4,74.8,136.39999999999998,22.4,5.4,4.5,12.5,3.0,-6.5,-1.5,8
132,2023-05-07,KRÜ Esports,Leviatán,0.642,150.8,16.4,28.6,6.8,58.4,99.2,23.2,2.0,4.8,-8.0,0.0,-18.0,-5.0,1.38,233.4,28.6,16.4,12.8,83.2,149.2,21.8,4.8,2.0,25.0,6.0,0.0,-1.0,1,0.857,172.2,33.400000000000006,39.3,13.0,63.2,114.80000000000001,26.8,4.9,6.1,1.0,2.0,-14.0,-4.5,1.154,211.3,39.3,33.400000000000006,18.1,76.3,135.1,19.700000000000003,6.1,4.9,20.5,6.5,-6.0,-4.0,9
133,2023-05-14,KRÜ Esports,Sentinels,0.9279999999999999,193.0,32.4,35.6,15.2,70.4,127.6,27.8,4.2,5.6,8.0,5.0,-12.0,-6.0,1.1,212.6,35.6,32.6,14.0,78.8,143.8,24.0,5.6,4.2,14.0,2.0,-2.0,1.0,1,0.8069999999999999,168.8,30.700000000000003,38.0,12.6,63.60000000000001,112.2,24.0,4.2,6.199999999999999,-1.5,2.0,-16.0,-5.5,1.221,216.8,38.0,30.700000000000003,18.0,78.0,140.6,20.3,6.199999999999999,4.2,24.0,8.0,-8.5,-4.0,13
134,2023-05-19,KRÜ Esports,Cloud9,1.044,211.2,51.4,48.2,21.2,74.8,138.8,24.6,7.4,6.4,24.0,7.0,-21.0,-3.0,0.978,200.4,48.2,51.4,23.6,72.8,132.6,23.0,6.4,7.4,12.0,2.0,-14.0,-5.0,1,0.7849999999999999,171.9,24.400000000000002,32.10000000000001,11.0,64.4,113.4,25.5,3.1,5.199999999999999,0.0,2.5,-15.0,-5.5,1.24,223.0,32.10000000000001,24.500000000000004,13.4,81.0,146.5,22.9,5.199999999999999,3.1,19.5,4.0,-1.0,0.0,1
135,2023-07-15,KRÜ Esports,MIBR,1.1480000000000001,209.0,30.0,25.0,16.8,77.0,132.4,24.8,4.2,4.0,10.0,3.0,-7.0,-4.0,0.8939999999999999,183.0,25.0,30.0,9.8,66.8,124.4,24.6,4.0,4.2,2.0,4.0,-18.0,-5.0,0,0.986,202.1,41.900000000000006,41.900000000000006,18.2,72.6,133.20000000000002,26.200000000000003,5.800000000000001,6.0,16.0,6.0,-16.5,-4.5,1.0390000000000001,206.5,41.900000000000006,42.0,18.8,75.8,138.2,23.5,6.0,5.800000000000001,13.0,2.0,-8.0,-2.0,10
136,2023-07-16,KRÜ Esports,FURIA,1.076,203.6,48.2,44.6,17.4,75.4,127.6,25.6,7.0,6.4,26.0,4.0,-5.0,-2.0,0.9139999999999999,195.6,44.6,48.2,18.0,70.2,127.0,25.4,6.4,7.0,3.0,3.0,-9.0,-4.0,0,1.096,210.1,40.7,36.60000000000001,19.0,75.9,135.60000000000002,24.700000000000003,5.800000000000001,5.2,17.0,5.0,-14.0,-3.5,0.9359999999999999,191.7,36.60000000000001,40.7,16.700000000000003,69.8,128.5,23.8,5.2,5.800000000000001,7.0,3.0,-16.0,-5.0,3
137,2023-07-17,KRÜ Esports,Leviatán,1.21,214.2,29.6,23.0,11.4,80.8,143.2,29.8,5.2,2.4,20.0,5.0,-4.0,0.0,0.8019999999999999,182.6,23.0,29.6,8.0,64.2,125.0,24.8,2.4,5.2,11.0,-1.0,-19.0,-4.0,0,1.112,206.3,39.10000000000001,34.800000000000004,17.1,76.2,130.0,25.200000000000003,5.6,5.2,18.0,3.5,-6.0,-3.0,0.9039999999999999,189.3,34.800000000000004,39.10000000000001,13.9,68.5,125.7,25.0,5.2,5.6,2.5,3.5,-13.5,-4.5,9
138,2023-07-18,KRÜ Esports,Cloud9,1.1280000000000001,209.6,40.0,34.6,19.0,77.2,140.0,26.0,6.0,4.6,11.0,6.0,-3.0,-3.0,0.8939999999999999,189.2,34.6,40.0,15.6,69.8,126.2,25.4,4.6,6.0,6.0,2.0,-17.0,-5.0,0,1.143,208.89999999999998,38.900000000000006,33.800000000000004,14.399999999999999,78.1,135.4,27.700000000000003,6.1,4.4,23.0,4.5,-4.5,-1.0,0.8579999999999999,189.1,33.800000000000004,38.900000000000006,13.0,67.2,126.0,25.1,4.4,6.1,7.0,1.0,-14.0,-4.0,1
139,2023-07-23,KRÜ Esports,Leviatán,1.088,195.8,57.0,50.8,23.0,75.6,127.6,24.0,8.8,7.4,15.0,10.0,-8.0,-3.0,0.9179999999999999,181.0,50.8,57.0,23.4,69.8,123.8,21.0,7.4,8.8,14.0,1.0,-16.0,-4.0,0,1.169,211.89999999999998,34.800000000000004,28.800000000000004,15.2,79.0,141.60000000000002,27.9,5.6,3.5,15.5,5.5,-3.5,-1.5,0.8479999999999999,185.89999999999998,28.800000000000004,34.800000000000004,11.8,67.0,125.6,25.1,3.5,5.6,8.5,0.5,-18.0,-4.5,9
140,2024-02-18,KRÜ Esports,G2 Esports,0.9860000000000001,194.6,45.8,47.4,19.6,68.6,131.6,30.6,7.8,5.8,15.0,8.0,-17.0,-4.0,1.028,203.0,47.4,45.8,19.2,71.8,132.2,28.2,5.8,7.8,11.0,3.0,-10.0,-5.0,1,1.108,202.7,48.5,42.7,21.0,76.4,133.8,25.0,7.4,6.0,13.0,8.0,-5.5,-3.0,0.9059999999999999,185.1,42.7,48.5,19.5,69.8,125.0,23.2,6.0,7.4,10.0,1.5,-16.5,-4.5,5
141,2024-02-25,KRÜ Esports,G2 Esports,0.9040000000000001,179.0,26.0,31.0,12.2,68.0,117.4,29.0,4.2,4.2,5.0,6.0,-15.0,-4.0,1.152,211.8,31.0,26.0,15.8,79.0,144.2,25.2,4.2,4.2,11.0,3.0,1.0,-5.0,1,1.0370000000000001,195.2,51.400000000000006,49.1,21.3,72.1,129.60000000000002,27.3,8.3,6.6,15.0,9.0,-12.5,-3.5,0.973,192.0,49.1,51.400000000000006,21.299999999999997,70.8,128.0,24.6,6.6,8.3,12.5,2.0,-13.0,-4.5,5
142,2024-04-08,KRÜ Esports,FURIA,1.1620000000000001,210.0,48.2,39.6,20.0,76.4,144.4,31.2,7.6,5.2,26.0,7.0,-10.0,0.0,0.8240000000000001,179.2,39.6,48.2,13.2,64.6,122.8,30.6,5.2,7.6,-2.0,2.0,-16.0,-5.0,0,0.9450000000000001,186.8,35.900000000000006,39.2,15.9,68.3,124.50000000000001,29.8,6.0,5.0,10.0,7.0,-16.0,-4.0,1.0899999999999999,207.4,39.2,35.900000000000006,17.5,75.4,138.2,26.7,5.0,6.0,11.0,3.0,-4.5,-5.0,3
143,2024-04-14,KRÜ Esports,MIBR,1.128,205.8,30.0,24.2,10.0,76.2,141.2,32.2,4.0,4.0,11.0,2.0,1.0,-1.0,0.858,180.0,24.2,30.0,8.4,67.4,118.8,27.0,4.0,4.0,-1.0,4.0,-10.0,-5.0,0,1.0330000000000001,194.5,37.10000000000001,35.300000000000004,16.1,72.2,130.90000000000003,30.1,5.9,4.7,15.5,6.5,-12.5,-2.0,0.988,195.5,35.300000000000004,37.10000000000001,14.5,71.8,133.5,27.9,4.7,5.9,4.5,2.5,-7.5,-5.0,10
144,2024-04-21,KRÜ Esports,Evil Geniuses,1.1800000000000002,214.4,30.6,22.2,10.2,73.8,141.6,33.6,4.2,3.8,14.0,6.0,0.0,-4.0,0.772,166.8,22.2,30.6,5.6,55.8,110.8,35.0,3.8,4.2,-3.0,3.0,-15.0,-6.0,0,1.145,207.9,39.10000000000001,31.900000000000006,15.0,76.30000000000001,142.8,31.700000000000003,5.8,4.6,18.5,4.5,-4.5,-0.5,0.841,179.6,31.900000000000006,39.10000000000001,10.8,66.0,120.8,28.8,4.6,5.8,-1.5,3.0,-13.0,-5.0,2
145,2024-04-24,KRÜ Esports,LOUD,1.158,202.6,31.2,25.4,12.6,74.6,137.2,26.0,4.2,4.2,13.0,3.0,-7.0,-3.0,0.858,180.0,25.4,31.2,11.4,65.2,117.8,29.6,4.2,4.2,-1.0,5.0,-11.0,-5.0,0,1.154,210.10000000000002,30.300000000000004,23.200000000000003,10.1,75.0,141.4,32.900000000000006,4.1,3.9,12.5,4.0,0.5,-2.5,0.815,173.4,23.200000000000003,30.300000000000004,7.0,61.6,114.8,31.0,3.9,4.1,-2.0,3.5,-12.5,-5.5,8
146,2024-04-29,KRÜ Esports,100 Thieves,1.052,202.2,45.8,44.6,20.4,72.2,134.2,28.2,7.0,6.0,8.0,6.0,-6.0,-3.0,0.9560000000000001,197.6,44.6,45.8,15.4,72.4,128.8,28.0,6.0,7.0,12.0,4.0,-18.0,-5.0,0,1.169,208.5,30.900000000000006,23.800000000000004,11.399999999999999,74.19999999999999,139.4,29.8,4.2,4.0,13.5,4.5,-3.5,-3.5,0.815,173.4,23.800000000000004,30.900000000000006,8.5,60.5,114.3,32.3,4.0,4.2,-2.0,4.0,-13.0,-5.5,0
147,2024-05-04,KRÜ Esports,Leviatán,0.9240000000000002,193.0,44.4,48.0,15.2,71.8,129.8,29.6,7.0,6.2,7.0,8.0,-22.0,-3.0,1.076,208.2,48.0,44.4,17.4,70.6,136.0,31.2,6.2,7.0,20.0,7.0,-18.0,-11.0,1,1.105,202.39999999999998,38.5,35.0,16.5,73.4,135.7,27.1,5.6,5.1,10.5,4.5,-6.5,-3.0,0.907,188.8,35.0,38.5,13.4,68.80000000000001,123.30000000000001,28.8,5.1,5.6,5.5,4.5,-14.5,-5.0,9
148,2024-05-09,KRÜ Esports,G2 Esports,0.778,176.4,23.6,31.8,9.2,61.4,116.0,27.0,3.2,4.6,0.0,2.0,-15.0,-6.0,1.232,223.2,31.8,23.6,14.8,78.6,150.0,27.0,4.6,3.2,22.0,5.0,0.0,-1.0,1,0.9880000000000001,197.6,45.1,46.3,17.799999999999997,72.0,132.0,28.9,7.0,6.1,7.5,7.0,-14.0,-3.0,1.016,202.89999999999998,46.3,45.1,16.4,71.5,132.4,29.6,6.1,7.0,16.0,5.5,-18.0,-8.0,5
149,2024-05-10,KRÜ Esports,Leviatán,0.976,200.6,44.4,46.4,15.6,71.2,133.6,30.0,6.6,6.0,11.0,6.0,-13.0,-2.0,1.0079999999999998,203.8,46.4,44.4,17.4,71.2,134.8,28.8,6.0,6.6,21.0,4.0,-17.0,-4.0,1,0.8510000000000001,184.7,34.0,39.9,12.199999999999998,66.6,122.90000000000002,28.3,5.1,5.4,3.5,5.0,-18.5,-4.5,1.154,215.7,39.9,34.0,16.1,74.6,143.0,29.1,5.4,5.1,21.0,6.0,-9.0,-6.0,9
150,2024-06-29,KRÜ Esports,Sentinels,0.908,181.8,30.2,32.2,11.2,72.4,122.0,28.0,5.0,4.4,6.0,8.0,-14.0,-3.0,1.1139999999999999,200.8,32.2,30.2,14.8,73.4,133.8,25.8,4.4,5.0,10.0,0.0,-4.0,-2.0,1,0.877,188.5,34.0,39.1,12.399999999999999,66.30000000000001,124.80000000000001,28.5,4.9,5.3,5.5,4.0,-14.0,-4.0,1.1199999999999999,213.5,39.1,34.0,16.1,74.9,142.4,27.9,5.3,4.9,21.5,4.5,-8.5,-2.5,13
151,2023-04-17,LOUD,FURIA,1.146,217.2,31.0,23.4,11.0,84.0,136.4,25.6,5.0,2.8,27.0,11.0,-10.0,-5.0,0.8240000000000001,176.6,23.4,31.0,9.0,61.6,117.4,25.2,2.8,5.0,-2.0,3.0,-17.0,-5.0,0,1.1139999999999999,216.2,47.8,40.3,23.3,75.8,142.5,22.0,6.6,6.1,22.5,4.0,-5.0,-2.5,0.9179999999999999,187.3,40.3,47.8,19.6,66.6,123.80000000000001,23.1,6.1,6.6,0.0,3.0,-16.0,-4.5,3
152,2023-04-21,LOUD,Sentinels,1.022,196.0,44.6,43.4,21.4,74.6,123.8,22.8,6.6,6.2,25.0,7.0,-15.0,-6.0,0.992,196.0,43.4,44.6,18.0,68.2,128.4,24.6,6.2,6.6,14.0,2.0,-24.0,-3.0,0,1.117,217.3,38.7,31.5,15.5,79.0,142.3,24.5,5.4,4.6,22.0,6.0,-5.0,-4.0,0.879,183.6,31.5,38.7,13.8,64.4,120.30000000000001,24.1,4.6,5.4,-0.5,3.0,-15.5,-5.0,13
153,2023-04-24,LOUD,Evil Geniuses,1.124,221.6,41.0,34.6,16.4,84.0,142.8,26.2,6.6,3.8,15.0,8.0,-1.0,0.0,0.8699999999999999,189.0,34.6,41.0,15.0,68.4,126.0,21.2,3.8,6.6,0.0,1.0,-15.0,-7.0,0,1.084,206.6,37.8,33.4,16.2,79.3,130.1,24.200000000000003,5.8,4.5,26.0,9.0,-12.5,-5.5,0.908,186.3,33.4,37.8,13.5,64.9,122.9,24.9,4.5,5.8,6.0,2.5,-20.5,-4.0,2
154,2023-05-01,LOUD,KRÜ Esports,1.062,200.2,47.4,45.0,23.2,72.8,132.0,18.8,7.6,6.4,23.0,10.0,-17.0,-7.0,0.9720000000000001,186.8,45.0,47.4,18.4,68.8,125.2,24.8,6.4,7.6,5.0,4.0,-14.0,-6.0,0,1.073,208.8,42.8,39.0,18.9,79.3,133.3,24.5,6.6,5.0,20.0,7.5,-8.0,-3.0,0.9309999999999999,192.5,39.0,42.8,16.5,68.30000000000001,127.2,22.9,5.0,6.6,7.0,1.5,-19.5,-5.0,7
155,2023-05-07,LOUD,100 Thieves,1.1280000000000001,208.4,32.4,28.4,15.4,73.4,132.2,19.6,4.4,4.8,26.0,2.0,-11.0,-2.0,0.9100000000000001,177.8,28.4,32.4,14.0,71.0,121.0,25.6,4.8,4.4,8.0,6.0,-10.0,-5.0,0,1.093,210.89999999999998,44.2,39.8,19.799999999999997,78.4,137.39999999999998,22.5,7.1,5.1,19.0,9.0,-9.0,-3.5,0.921,187.9,39.8,44.2,16.7,68.6,125.6,23.0,5.1,7.1,2.5,2.5,-14.5,-6.5,0
156,2023-05-14,LOUD,NRG Esports,0.8160000000000001,181.6,24.6,31.4,9.0,66.2,118.6,28.6,3.0,5.0,-1.0,1.0,-13.0,-4.0,1.178,217.0,31.4,24.6,15.2,83.6,143.6,21.8,5.0,3.0,24.0,6.0,-10.0,-1.0,1,1.0950000000000002,204.3,39.9,36.7,19.3,73.1,132.09999999999997,19.200000000000003,6.0,5.6,24.5,6.0,-14.0,-4.5,0.9410000000000001,182.3,36.7,39.9,16.2,69.89999999999999,123.1,25.200000000000003,5.6,6.0,6.5,5.0,-12.0,-5.5,11
157,2023-05-19,LOUD,Leviatán,1.268,208.2,28.6,19.4,13.4,84.2,141.2,26.2,4.8,2.8,18.0,6.0,-4.0,-1.0,0.746,152.8,19.4,28.6,7.0,56.0,106.0,21.2,2.8,4.8,-1.0,4.0,-18.0,-6.0,0,0.9720000000000001,195.0,28.5,29.9,12.2,69.80000000000001,125.39999999999998,24.1,3.7,4.9,12.5,1.5,-12.0,-3.0,1.044,197.4,29.9,28.5,14.6,77.29999999999998,132.3,23.700000000000003,4.9,3.7,16.0,6.0,-10.0,-3.0,9
158,2023-05-24,LOUD,FURIA,1.2760000000000002,222.2,28.6,18.0,12.2,87.0,147.2,29.2,4.0,3.0,24.0,5.0,3.0,-3.0,0.728,154.0,18.0,28.6,7.0,59.4,103.0,24.2,3.0,4.0,-5.0,1.0,-18.0,-3.0,0,1.042,194.89999999999998,26.6,25.4,11.2,75.2,129.89999999999998,27.4,3.9,3.9,8.5,3.5,-8.5,-2.5,0.962,184.9,25.4,26.6,11.1,69.79999999999998,124.80000000000001,21.5,3.9,3.9,11.5,5.0,-14.0,-3.5,3
159,2023-05-26,LOUD,Evil Geniuses,1.1199999999999999,216.8,47.0,41.8,20.2,73.4,138.0,25.6,6.0,6.6,23.0,2.0,-6.0,-6.0,0.8879999999999999,195.6,41.6,47.2,17.8,68.2,130.2,21.2,6.4,5.8,5.0,6.0,-15.0,-3.0,0,1.2720000000000002,215.2,28.6,18.7,12.8,85.6,144.2,27.7,4.4,2.9,21.0,5.5,-0.5,-2.0,0.737,153.4,18.7,28.6,7.0,57.69999999999999,104.50000000000001,22.7,2.9,4.4,-3.0,2.5,-18.0,-4.5,2
160,2023-05-28,LOUD,NRG Esports,1.054,203.6,50.4,45.2,17.0,71.6,129.0,25.0,7.4,6.6,9.0,3.0,2.0,0.0,0.946,191.0,45.2,50.4,19.6,65.6,126.8,23.6,6.6,7.4,6.0,6.0,-24.0,-6.0,0,1.198,219.5,37.8,29.9,16.2,80.2,142.59999999999997,27.4,5.0,4.8,23.5,3.5,-1.5,-4.5,0.8079999999999999,174.8,29.8,37.900000000000006,12.4,63.8,116.60000000000001,22.7,4.7,4.9,0.0,3.5,-16.5,-3.0,11
161,2024-02-17,LOUD,Sentinels,1.064,192.0,30.8,29.6,19.4,74.4,122.6,28.0,4.4,4.8,10.0,2.0,-8.0,-4.0,1.004,194.4,29.6,30.8,15.8,72.8,126.2,24.8,4.8,4.4,3.0,3.0,-6.0,-3.0,0,1.087,210.2,48.7,43.5,18.6,72.5,133.5,25.3,6.7,6.6,16.0,2.5,-2.0,-3.0,0.9169999999999999,193.3,43.400000000000006,48.8,18.700000000000003,66.89999999999999,128.5,22.4,6.5,6.6,5.5,6.0,-19.5,-4.5,13
162,2024-02-23,LOUD,Leviatán,1.112,205.2,48.0,42.8,21.8,76.0,134.2,28.0,8.4,4.8,28.0,8.0,-6.0,-2.0,0.892,187.8,42.8,48.0,17.8,70.4,127.8,27.6,5.0,8.6,11.0,-2.0,-16.0,-7.0,0,1.0590000000000002,197.8,40.6,37.400000000000006,18.2,73.0,125.79999999999998,26.5,5.9,5.699999999999999,9.5,2.5,-3.0,-2.0,0.975,192.7,37.400000000000006,40.6,17.700000000000003,69.19999999999999,126.50000000000001,24.200000000000003,5.699999999999999,5.9,4.5,4.5,-15.0,-4.5,9
163,2024-03-02,LOUD,Evil Geniuses,1.052,204.2,43.0,37.6,17.4,76.4,131.8,27.0,6.4,5.2,15.0,5.0,-8.0,-2.0,0.9440000000000002,191.4,37.6,43.0,14.8,66.0,127.6,29.8,5.2,6.4,2.0,4.0,-20.0,-7.0,0,1.088,198.6,39.400000000000006,36.2,20.6,75.2,128.39999999999998,28.0,6.4,4.8,19.0,5.0,-7.0,-3.0,0.948,191.10000000000002,36.2,39.400000000000006,16.8,71.6,127.00000000000001,26.200000000000003,4.9,6.5,7.0,0.5,-11.0,-5.0,2
164,2024-03-03,LOUD,Sentinels,0.93,192.0,67.2,73.8,30.2,69.2,128.8,28.2,9.8,10.2,6.0,2.0,-28.0,-3.0,1.082,213.4,73.8,67.2,35.8,76.4,137.8,23.0,10.2,9.8,14.0,9.0,-5.0,-4.0,1,1.082,204.7,45.5,40.2,19.6,76.2,133.0,27.5,7.4,5.0,21.5,6.5,-7.0,-2.0,0.9180000000000001,189.60000000000002,40.2,45.5,16.3,68.2,127.70000000000002,28.700000000000003,5.1,7.5,6.5,1.0,-18.0,-7.0,13
165,2024-04-06,LOUD,NRG Esports,0.786,189.8,25.2,30.2,11.4,67.8,125.2,28.4,3.0,4.6,6.0,1.0,-11.0,-5.0,1.192,222.6,30.2,25.2,9.0,77.0,147.4,29.6,4.6,3.0,13.0,10.0,-9.0,-4.0,1,0.9910000000000001,198.1,55.10000000000001,55.699999999999996,23.799999999999997,72.80000000000001,130.3,27.6,8.100000000000001,7.699999999999999,10.5,3.5,-18.0,-2.5,1.0130000000000001,202.4,55.699999999999996,55.10000000000001,25.299999999999997,71.2,132.70000000000002,26.4,7.699999999999999,8.100000000000001,8.0,6.5,-12.5,-5.5,11
166,2024-04-20,LOUD,Cloud9,0.8879999999999999,186.2,38.8,46.8,16.2,66.4,126.4,24.2,5.0,7.6,1.0,0.0,-18.0,-6.0,1.1400000000000001,201.8,46.8,38.8,22.2,81.0,131.4,27.4,7.6,5.0,17.0,4.0,1.0,1.0,1,0.8580000000000001,190.9,46.20000000000001,51.99999999999999,20.8,68.5,127.0,28.299999999999997,6.4,7.3999999999999995,6.0,1.5,-19.5,-4.0,1.137,218.0,51.99999999999999,46.20000000000001,22.4,76.7,142.60000000000002,26.3,7.3999999999999995,6.4,13.5,9.5,-7.0,-4.0,1
167,2024-04-24,LOUD,KRÜ Esports,0.858,180.0,25.4,31.2,11.4,65.2,117.8,29.6,4.2,4.2,-1.0,5.0,-11.0,-5.0,1.158,202.6,31.2,25.4,12.6,74.6,137.2,26.0,4.2,4.2,13.0,3.0,-7.0,-3.0,1,0.837,188.0,32.00000000000001,38.5,13.799999999999999,67.1,125.79999999999998,26.299999999999997,4.0,6.1,3.5,0.5,-14.5,-5.5,1.166,212.2,38.5,32.00000000000001,15.6,79.0,139.40000000000003,28.5,6.1,4.0,15.0,7.0,-4.0,-1.5,7
168,2024-04-27,LOUD,Sentinels,1.12,195.6,29.0,23.2,8.8,72.8,126.6,31.0,4.2,4.0,21.0,5.0,-9.0,-6.0,0.8520000000000001,167.2,23.2,29.0,8.4,67.8,110.2,21.0,4.0,4.2,0.0,2.0,-13.0,-2.0,0,0.873,183.1,32.10000000000001,39.0,13.799999999999997,65.80000000000001,122.1,26.9,4.6,5.9,0.0,2.5,-14.5,-5.5,1.149,202.2,39.0,32.10000000000001,17.4,77.8,134.3,26.7,5.9,4.6,15.0,3.5,-3.0,-1.0,13
169,2024-05-05,LOUD,G2 Esports,1.222,210.6,30.2,22.8,12.8,78.0,142.6,29.4,5.2,3.0,25.0,3.0,-4.0,0.0,0.8079999999999998,166.6,22.8,30.2,11.0,65.4,113.0,23.2,3.0,5.2,2.0,0.0,-17.0,-4.0,0,0.9890000000000001,187.8,27.200000000000006,27.2,10.100000000000001,69.0,122.19999999999999,30.3,4.2,4.1,10.0,5.0,-10.0,-5.5,1.005,184.89999999999998,27.2,27.200000000000006,10.5,71.19999999999999,123.70000000000002,23.5,4.1,4.2,6.5,2.5,-10.0,-2.5,5
170,2024-05-08,LOUD,100 Thieves,0.784,167.0,20.4,29.2,9.0,63.4,107.4,24.6,2.4,4.8,-1.0,2.0,-18.0,-7.0,1.206,221.2,29.2,20.4,9.8,80.4,144.6,27.4,4.8,2.4,32.0,6.0,-8.0,0.0,1,1.171,203.1,29.60000000000001,23.0,10.8,75.4,134.59999999999997,30.2,4.7,3.5,23.0,4.0,-6.5,-3.0,0.83,166.89999999999998,23.0,29.60000000000001,9.7,66.6,111.60000000000002,22.1,3.5,4.7,1.0,1.0,-15.0,-3.0,0
171,2024-06-23,LOUD,Evil Geniuses,1.02,205.0,45.8,41.8,18.4,73.8,137.4,28.8,5.0,7.6,15.0,-1.0,-3.0,-5.0,0.984,191.6,41.8,45.8,18.0,70.4,123.4,31.6,7.6,5.0,9.0,18.0,-18.0,-9.0,1,1.0030000000000001,188.8,25.300000000000004,26.0,10.9,70.7,124.99999999999997,27.0,3.8,3.9,12.0,2.5,-11.0,-3.5,1.007,193.89999999999998,26.0,25.300000000000004,10.4,72.9,128.8,25.299999999999997,3.9,3.8,17.0,3.0,-12.5,-2.0,2
172,2024-06-30,LOUD,MIBR,1.036,207.0,48.2,43.8,18.6,74.4,134.4,28.2,6.8,6.4,14.0,4.0,-14.0,-3.0,0.9480000000000001,191.0,43.8,48.2,14.8,66.2,130.2,27.2,6.4,6.8,3.0,3.0,-14.0,-3.0,0,0.902,186.0,33.1,35.5,13.7,68.6,122.39999999999998,26.700000000000003,3.6999999999999997,6.199999999999999,7.0,0.5,-10.5,-6.0,1.095,206.39999999999998,35.5,33.1,13.9,75.4,134.0,29.5,6.199999999999999,3.6999999999999997,20.5,12.0,-13.0,-4.5,10
173,2023-04-16,Leviatán,Sentinels,1.0939999999999999,204.0,47.2,43.8,23.8,74.8,131.4,23.6,7.4,6.0,14.0,6.0,-2.0,-2.0,0.93,192.2,43.8,47.2,21.0,69.8,127.6,26.0,6.0,7.4,15.0,3.0,-14.0,-8.0,0,1.085,197.1,36.2,34.8,17.5,73.8,128.5,20.9,5.8,4.7,14.0,4.5,-5.5,-3.0,0.942,190.10000000000002,34.8,36.3,13.899999999999999,74.1,126.5,23.8,4.800000000000001,5.9,15.0,3.0,-14.0,-5.5,13
174,2023-04-21,Leviatán,MIBR,1.3920000000000001,230.0,27.6,15.6,12.6,86.2,144.4,21.2,4.0,2.6,22.0,4.0,5.0,-3.0,0.62,151.2,15.6,27.8,5.2,61.4,105.8,23.8,2.6,4.0,-4.0,1.0,-19.0,-4.0,0,1.027,197.5,44.900000000000006,44.5,21.8,72.9,130.10000000000002,22.5,7.0,6.2,12.5,4.5,-6.0,-3.0,0.9970000000000001,195.5,44.5,44.900000000000006,19.7,73.6,128.1,25.3,6.2,7.0,18.0,4.0,-14.0,-6.0,10
175,2023-04-24,Leviatán,100 Thieves,1.0,190.8,50.6,50.8,18.6,72.2,126.0,27.6,7.8,7.4,3.0,7.0,-4.0,-6.0,1.034,199.4,50.8,50.6,26.2,75.6,129.8,23.4,7.4,7.8,6.0,3.0,-5.0,-7.0,1,1.2429999999999999,217.0,37.4,29.7,18.2,80.5,137.9,22.4,5.7,4.3,18.0,5.0,1.5,-2.5,0.775,171.7,29.7,37.5,13.1,65.6,116.69999999999999,24.9,4.3,5.7,5.5,2.0,-16.5,-6.0,0
176,2023-04-30,Leviatán,Evil Geniuses,1.018,199.8,47.0,44.8,22.8,73.0,132.8,21.0,6.4,7.4,7.0,1.0,-11.0,-3.0,1.02,190.0,44.8,47.0,17.8,68.2,128.6,25.6,7.4,6.4,11.0,8.0,-15.0,-3.0,1,1.1960000000000002,210.4,39.099999999999994,33.2,15.6,79.2,135.2,24.4,5.9,5.0,12.5,5.5,0.5,-4.5,0.827,175.3,33.2,39.2,15.7,68.5,117.8,23.6,5.0,5.9,1.0,2.0,-12.0,-5.5,2
